probe    C8 Avg	Control Avg
1762814_s_at	2.43961	2.41064
1760400_at	2.31534	2.33034
1759252_s_at	2.80987	2.76373
1762705_s_at	2.33370	2.33521
1769243_s_at	3.85511	3.64856
1760050_s_at	2.29840	2.29605
1761175_s_at	2.40051	2.38912
1761960_s_at	2.34539	2.34780
AFFX-Ec-U55943-1_s_at	2.34055	2.34547
1765102_at	2.26675	2.26528
1759910_s_at	2.30845	2.32432
1767640_s_at	2.35768	2.34775
1767626_s_at	3.10138	3.22694
1763255_at	2.38215	2.38479
1765721_s_at	2.36123	2.37261
1761168_s_at	2.62154	2.60502
1768195_at	2.37025	2.38748
1766254_x_at	2.33855	2.34077
1760783_s_at	2.31613	2.32995
1761714_s_at	2.35132	2.35539
1763193_s_at	2.39660	2.40060
1760408_s_at	2.40423	2.40777
1761871_at	2.29676	2.31116
1768708_s_at	3.05688	3.03565
1768705_at	2.48619	2.51887
1760836_at	2.30225	2.29706
1761193_at	2.43731	2.41077
1765736_s_at	4.04310	3.90688
1763770_s_at	2.56054	2.38920
1763315_s_at	2.36759	2.37128
1768310_s_at	2.34054	2.35029
1763432_at	2.34549	2.34841
1766822_at	2.37722	2.39570
1760878_s_at	2.42528	2.41985
1766877_s_at	2.78650	2.70733
1767307_at	2.28890	2.29269
1767402_s_at	2.46374	2.44285
1764228_at	2.33940	2.33562
1766394_at	2.30911	2.31960
1768141_s_at	2.32756	2.34821
1768119_s_at	2.30475	2.30599
1762021_s_at	2.39037	2.40228
1763386_s_at	2.87164	2.71334
1759194_s_at	2.56442	2.53291
1768544_at	2.33720	2.34734
1762776_s_at	2.39334	2.35479
1767850_s_at	2.29460	2.30203
1761904_s_at	2.36264	2.37448
1759262_at	2.35891	2.37540
1766730_at	4.58235	4.45476
1764526_s_at	2.44342	2.45092
1768960_s_at	2.64296	2.42700
1761933_s_at	2.41400	2.41807
1759832_s_at	2.33006	2.33761
1765201_s_at	2.42922	2.40544
1768218_x_at	2.41512	2.40536
1762152_at	2.36238	2.36490
1763321_at	2.33334	2.34964
1768653_at	2.39121	2.40808
1759360_s_at	2.37869	2.39026
1764433_s_at	3.84655	4.00862
1761419_s_at	2.55901	2.57571
1761391_s_at	2.33498	2.33954
1767361_at	2.35088	2.36362
1759382_s_at	2.65540	2.61535
1760924_at	2.37284	2.38610
1767965_at	2.40105	2.42246
1768483_at	4.17518	4.03502
1759349_s_at	2.37880	2.38338
1767022_at	2.38580	2.34430
1763160_s_at	5.32120	5.21825
1766741_at	2.38892	2.39131
1762905_s_at	2.35633	2.36252
1767696_at	2.37312	2.38901
1759101_s_at	2.33754	2.34343
1761403_at	2.37583	2.39863
1760647_at	2.36748	2.37784
1769214_at	2.33460	2.34178
1760278_at	2.42300	2.41476
1761849_at	2.40719	2.36859
1760047_at	2.34617	2.32829
1767348_at	2.32814	2.34395
1760238_s_at	5.77463	5.55587
1765389_s_at	2.66492	2.56777
1763305_s_at	2.37072	2.38540
1764912_s_at	2.37036	2.37389
1761958_s_at	2.66516	2.67884
1765387_s_at	2.39917	2.35228
1766284_s_at	2.45007	2.45484
1768531_at	2.34893	2.35050
1768465_at	2.33573	2.33813
1762835_at	2.35002	2.35414
1760206_s_at	2.47148	2.40950
1763821_s_at	2.32916	2.32438
1761063_s_at	2.39419	2.40354
1760485_at	2.31820	2.32146
1762240_s_at	5.86439	5.65560
1761222_s_at	2.32669	2.33185
1761721_s_at	2.38221	2.38588
1763046_s_at	2.40195	2.40477
1763516_s_at	2.75135	3.20081
1762554_s_at	4.78876	4.58672
1767622_s_at	2.37408	2.37786
1759434_s_at	4.12034	4.39284
1762539_s_at	2.36761	2.37573
1766845_at	2.42957	2.37272
1761902_s_at	2.37249	2.36571
1760162_at	2.36880	2.37234
1761807_s_at	2.43021	2.44298
1763556_s_at	2.30873	2.32148
1763078_at	2.68743	2.69952
1767581_s_at	2.76532	2.60414
1762007_s_at	2.38805	2.39510
1764280_s_at	3.09344	3.03048
1760226_s_at	2.77321	2.73371
1760057_s_at	4.85101	4.60055
1766759_s_at	2.37859	2.39042
1762308_s_at	2.50665	2.35998
1768750_s_at	2.39369	2.35998
1760521_s_at	2.59589	2.53616
1764577_at	2.49885	2.46069
1759401_at	2.41184	2.37413
1760623_s_at	2.43475	2.39237
1761356_at	2.41180	2.42583
1768421_s_at	2.69279	2.61349
1762225_s_at	2.52819	2.38180
1761136_s_at	2.35051	2.35176
1764676_at	2.32177	2.32580
1759860_s_at	2.35131	2.35006
1766875_s_at	2.30121	2.30353
1767534_s_at	2.40157	2.40043
1759959_s_at	2.33613	2.33849
1764684_at	2.41629	2.45389
1764595_s_at	2.48435	2.49862
1766733_s_at	2.39412	2.39267
1765633_s_at	2.53394	2.48733
1766148_at	2.39431	2.41581
1763099_s_at	2.33247	2.33358
1763492_at	2.33809	2.34126
1766406_s_at	2.39603	2.33792
1767331_s_at	2.46410	2.38868
1768685_s_at	2.36247	2.34222
1759089_s_at	2.37885	2.38266
1764740_s_at	2.31410	2.31534
1767073_at	2.37242	2.38396
1765916_at	2.30445	2.31280
1765828_s_at	2.59117	2.72016
1765747_at	2.28615	2.28989
1764808_s_at	2.31052	2.31471
1761085_at	2.36957	2.37641
1761456_s_at	2.41181	2.37594
1760754_s_at	2.77136	2.80519
1764867_at	2.33665	2.31463
1766707_at	2.37718	2.38789
1759200_s_at	2.45832	2.53897
1765565_s_at	2.69847	2.71524
1765108_s_at	3.05337	2.96191
1765619_s_at	2.44760	2.47013
1759529_s_at	3.73122	3.75113
1767647_at	2.33135	2.34779
1764707_s_at	2.28574	2.28774
1763324_s_at	2.60619	2.47736
1765051_s_at	2.45760	2.47342
1761155_at	2.34162	2.34064
1764573_s_at	2.50623	2.50825
1768894_s_at	2.30125	2.29132
1766976_s_at	2.76846	2.75931
1767346_at	2.34743	2.35088
1769141_s_at	2.34861	2.35727
1762180_s_at	2.83996	2.75689
1760194_s_at	2.98176	2.64239
1760765_s_at	2.33364	2.33471
1768981_s_at	2.45403	2.43953
1763307_s_at	2.30370	2.30465
1766294_s_at	2.31131	2.31287
1760343_s_at	2.51454	2.41485
1760183_s_at	2.54753	2.55644
1767475_s_at	2.36222	2.35729
1769254_s_at	2.37921	2.35510
1767741_at	7.15174	7.45325
1766164_s_at	2.36763	2.40994
1765622_s_at	2.74130	2.91959
1767059_s_at	2.33255	2.34709
1767835_s_at	2.35996	2.35945
1759130_s_at	2.40891	2.41043
1767797_at	2.32399	2.31629
1762851_s_at	2.57918	2.59532
1768596_s_at	2.35089	2.37721
1759472_s_at	2.33159	2.34729
1764046_s_at	2.40712	2.41703
1763925_s_at	2.31358	2.32765
1767997_s_at	6.12989	5.76679
1759515_s_at	3.06147	3.04858
1762038_s_at	2.30130	2.31675
1766262_s_at	4.09256	4.32858
1762469_s_at	2.27117	2.28344
1764303_s_at	4.41617	4.67591
1763851_s_at	2.42556	2.43447
1760542_s_at	2.28195	2.27828
1760409_s_at	2.42356	2.39666
1766105_s_at	2.40476	2.41677
1767839_at	2.38666	2.37383
1763494_s_at	2.89007	2.81311
1761740_s_at	2.40680	2.40960
1761332_at	2.80804	2.75110
1763498_s_at	2.39328	2.35551
1765462_at	2.44286	2.39119
1759839_s_at	2.34900	2.34401
1759237_s_at	2.89320	2.41635
1763580_s_at	4.14420	4.20565
1760284_s_at	2.36189	2.37172
1765035_s_at	2.41372	2.42603
1765459_s_at	2.45408	2.53440
1764053_at	2.31171	2.31543
1768223_s_at	2.35991	2.36507
1766666_s_at	2.39997	2.39200
1766362_s_at	2.53765	2.51810
1765532_at	2.41433	2.42169
1761915_s_at	2.39436	2.42440
1766514_s_at	4.92481	5.09684
1762773_s_at	2.37374	2.39306
1763644_s_at	2.43717	2.43881
1761211_s_at	2.79557	2.89047
1767267_s_at	2.95768	2.58961
1760433_at	2.34912	2.33052
1761600_s_at	4.78170	4.81913
1763437_s_at	2.40960	2.39062
1760484_s_at	2.50138	2.50822
1763441_at	2.39426	2.43443
1762101_s_at	2.34190	2.34827
1766282_s_at	2.57258	2.59429
1768233_s_at	2.58412	2.52742
1763074_s_at	2.45852	2.36631
1761268_s_at	2.34568	2.35208
1762452_s_at	2.51588	2.42900
1765579_s_at	2.42780	2.43102
1765238_at	2.32594	2.33003
1760025_s_at	2.43644	2.44027
1763527_s_at	2.85588	2.84400
1767276_s_at	2.50894	2.43771
1760694_at	2.32084	2.32593
1761715_s_at	2.41851	2.36184
1761760_s_at	2.38337	2.39034
1765061_s_at	2.52991	2.55467
1763568_s_at	2.31412	2.31533
1761016_at	2.38035	2.38314
1760496_s_at	2.43797	2.42279
1769128_s_at	2.31130	2.31441
1764801_at	2.38300	2.34822
1759820_at	2.29875	2.30558
1768014_s_at	2.53476	2.44434
1768184_s_at	2.42126	2.41019
1762148_s_at	2.46530	2.45734
1768766_at	2.65197	2.65078
1765203_at	2.32585	2.33244
AFFX-r2-Ec-bioC-5_at	2.53884	2.38423
1764550_s_at	2.35169	2.37165
1759256_s_at	2.37423	2.35120
1762255_s_at	8.17580	8.44439
1766402_s_at	3.01690	2.93854
1769051_s_at	2.38838	2.39363
1766637_s_at	2.37406	2.37766
1767814_at	2.33594	2.34059
1767547_s_at	2.39466	2.39922
1767414_s_at	2.37388	2.42580
1766252_s_at	4.32928	4.02720
1764049_at	2.37775	2.37902
1764470_s_at	3.82846	3.39984
1767904_s_at	2.41722	2.42562
1760518_s_at	2.48817	2.48903
1764021_at	2.33725	2.33821
1761239_s_at	2.34089	2.32982
1768363_s_at	2.86544	2.88115
1759537_s_at	2.34105	2.34747
1764781_s_at	2.50586	2.42245
1762009_at	2.32283	2.33506
1769085_at	2.33970	2.34588
1768856_s_at	2.54583	2.55108
1761785_s_at	2.33327	2.33506
1768770_s_at	2.31718	2.31927
1762540_at	2.37936	2.39173
1767261_s_at	2.36192	2.39777
1760413_s_at	2.31251	2.32366
1759351_s_at	2.32708	2.32919
1768061_s_at	2.39368	2.39612
1766694_at	2.42062	2.44062
1765904_at	2.32880	2.34019
1766555_s_at	2.50639	2.47942
1767388_s_at	2.58743	2.46980
1768855_at	2.60497	2.54935
1768719_at	2.34457	2.34820
1768340_s_at	2.59686	2.66443
1760772_at	2.28827	2.29616
1766356_s_at	2.32801	2.33924
1767538_at	2.60287	2.51770
1762803_at	2.76052	2.76973
1763504_at	2.35856	2.37944
1763996_s_at	2.39058	2.39115
1759907_s_at	2.40993	2.39833
1767161_s_at	2.35353	2.35694
1764043_at	2.30711	2.36398
1764527_at	2.34320	2.34913
1767129_s_at	2.44181	2.40573
1765271_s_at	3.75313	3.66533
1768178_at	2.37637	2.36098
1760827_at	2.33656	2.33962
1763119_s_at	2.39375	2.40332
1766867_at	2.35750	2.36509
1760137_s_at	2.42400	2.41558
1768191_s_at	2.44823	2.38433
1760868_s_at	2.48713	2.40933
1761586_s_at	2.31767	2.32053
1768867_s_at	7.78264	7.93702
1766949_s_at	3.48240	3.46393
1767093_s_at	2.39379	2.53377
1761421_s_at	2.31750	2.32238
1768125_s_at	2.38508	2.40348
1763854_s_at	2.37698	2.36835
1769132_at	2.32578	2.32882
1765722_s_at	2.44813	2.43455
1765659_s_at	3.65466	3.87103
1759486_s_at	2.51629	2.50182
1765289_at	2.61035	2.45529
1765407_s_at	2.37153	2.37880
1759885_at	2.41462	2.37944
1767378_s_at	2.32752	2.31047
1766261_x_at	2.70250	2.74676
1765145_s_at	2.37499	2.37650
1764444_s_at	2.49570	2.40288
1767103_at	2.36886	2.41657
1763085_at	2.39382	2.41561
1764934_at	2.36734	2.37419
1760026_s_at	2.39072	2.39564
1763291_x_at	3.46721	2.78840
1764398_s_at	2.49083	2.39797
1760207_s_at	2.35143	2.35465
1768923_s_at	3.04071	2.87201
1762517_at	2.54249	2.51720
1768516_s_at	2.36779	2.37321
1761842_at	2.36492	2.36803
1769143_at	2.33869	2.34098
1767436_s_at	2.36537	2.38565
1765074_s_at	2.41663	2.41961
1759573_s_at	4.01179	3.91408
1767006_s_at	2.50722	2.60386
1762714_s_at	2.39779	2.41906
1768758_s_at	4.33407	4.26754
1764551_s_at	2.42606	2.35651
1765987_at	2.43987	2.44727
1767828_s_at	2.38976	2.37224
1761575_s_at	2.38106	2.38984
1763129_s_at	2.40250	2.37985
1761258_at	2.65044	2.65912
1766263_s_at	2.37654	2.38015
1767235_at	2.30417	2.30889
1761597_at	2.50787	2.51644
1763159_s_at	2.39189	2.38801
1765724_s_at	2.70283	2.72440
1764826_s_at	5.86193	5.85341
1760879_at	2.27867	2.27702
1762455_s_at	3.21673	2.92048
1763365_at	2.31709	2.31798
1763769_s_at	2.40496	2.39586
1768268_at	2.28191	2.28343
1768466_at	2.32417	2.32708
1761007_s_at	2.74524	2.75850
1762828_at	2.34818	2.34919
1763991_s_at	2.39509	2.39782
1760799_s_at	2.74293	2.74361
1762209_s_at	2.42887	2.42047
1760815_s_at	2.51666	2.52661
1759591_s_at	2.42524	2.41701
1767064_s_at	2.38256	2.38511
1761206_s_at	2.47066	2.49142
1760115_at	2.40460	2.41673
1764300_at	2.35242	2.36502
1767583_s_at	2.36302	2.38048
1763345_x_at	2.38851	2.40018
1764572_s_at	3.33176	3.29297
1766774_s_at	2.47143	2.47241
1762165_s_at	2.34722	2.33452
1766192_s_at	2.50035	2.49668
1762717_s_at	2.29803	2.29505
1759667_s_at	2.65289	2.55100
1768393_s_at	4.33484	4.12347
1765534_s_at	2.32874	2.33284
1763782_at	2.34884	2.35842
1764096_s_at	2.38865	2.39719
1766260_s_at	3.32790	3.14518
1768998_s_at	2.29363	2.29620
1765320_at	2.59903	2.47237
1766673_s_at	2.56653	2.60452
1763523_s_at	2.31901	2.32278
1762135_s_at	3.06257	3.06387
1768227_at	2.36403	2.36589
1762606_s_at	2.50940	2.41600
1762689_at	3.46001	3.44771
1765350_s_at	2.38834	2.37394
1766130_s_at	4.77501	4.81828
1761546_at	2.34705	2.35581
1768042_at	2.35743	2.35966
1762035_s_at	2.43626	2.51658
1763698_s_at	2.37465	2.37574
1765662_s_at	2.36749	2.36980
1765727_s_at	2.54987	2.48111
1761447_s_at	2.54104	2.42585
1763390_s_at	2.46932	2.40238
1767636_s_at	2.63108	2.62952
1760423_s_at	2.72286	2.77179
1762788_at	2.36569	2.33730
1759481_at	2.37073	2.41632
1765738_s_at	2.52178	2.40542
1761044_at	3.14783	2.86516
1764020_s_at	2.40362	2.39859
1766817_s_at	2.45075	2.45332
1760596_s_at	2.45054	2.42215
1768861_s_at	2.29800	2.30729
1760743_at	2.35390	2.35847
1760864_s_at	3.16574	3.09432
1760302_s_at	2.49928	2.46478
1767030_at	2.43007	2.43457
1761482_s_at	2.44954	2.44087
1765068_s_at	2.36011	2.36119
1766990_s_at	5.94771	5.92222
1764887_s_at	2.34386	2.35373
1759418_at	2.31372	2.32315
1761752_s_at	3.38495	3.56968
1765989_s_at	2.36966	2.37461
1763423_at	2.41501	2.39584
1767193_s_at	2.35039	2.40149
1760698_s_at	2.33360	2.32873
1762670_at	4.35736	4.13733
1760012_s_at	3.55770	3.63176
1766016_s_at	2.37942	2.38728
1761128_at	2.37470	2.37916
1761438_s_at	2.29013	2.29286
1765150_s_at	2.35395	2.35543
1763887_s_at	3.13393	3.05306
1761878_at	2.31158	2.31287
1760371_at	2.39004	2.40035
1767752_s_at	2.32553	2.33908
1765307_s_at	2.59356	2.53874
1767578_s_at	2.38743	2.39593
1760968_s_at	2.48748	2.50661
1766447_at	2.37851	2.36167
1760014_at	2.39123	2.39420
1765047_s_at	3.10435	3.11963
1759487_at	2.32563	2.33122
1767986_s_at	2.74173	2.74241
1767641_at	2.38996	2.39277
1762186_s_at	2.32546	2.32943
1760395_at	2.32959	2.33305
1766353_s_at	2.33727	2.34027
1767491_s_at	2.48846	2.51870
1767322_s_at	2.65073	2.57062
1767441_at	2.36101	2.36755
1764477_at	2.36243	2.37586
1768935_at	2.34232	2.34415
1764746_s_at	2.37311	2.39336
1769217_at	2.47766	2.49304
1763949_at	2.40009	2.40296
1767461_s_at	2.34402	2.34555
1763672_at	2.38616	2.39430
1760490_x_at	2.32172	2.33129
1759724_s_at	2.27604	2.27914
1769103_s_at	2.39529	2.39755
1766661_at	2.46314	2.34650
1766340_at	2.30805	2.31850
1768242_s_at	2.57018	2.54689
1768450_s_at	2.38494	2.34873
1769272_s_at	2.40112	2.43181
1762028_s_at	2.37983	2.35947
1765141_at	2.33112	2.32854
1766925_s_at	2.42078	2.41687
1767216_s_at	2.53985	2.39579
1768329_s_at	2.37011	2.38609
1762428_at	2.38997	2.35919
1762929_at	2.36623	2.36908
1762473_s_at	2.37526	2.37626
1766420_s_at	2.42418	2.46022
1759601_s_at	5.04054	4.84110
1763090_s_at	2.32914	2.33066
1766626_s_at	2.31591	2.31485
1764262_s_at	3.38023	3.38104
1769084_at	4.26070	4.26386
1759846_s_at	2.76110	2.77415
1768906_s_at	2.45657	2.38851
1767451_s_at	2.33621	2.34137
1767477_x_at	2.32318	2.32668
1769269_at	2.37086	2.36981
1761203_at	2.37499	2.37593
1767762_s_at	2.74386	2.73728
1767421_s_at	2.39701	2.42070
1764782_at	2.35833	2.36145
1764357_s_at	2.55974	2.54755
1763708_at	2.38577	2.42512
1762799_at	2.40718	2.41025
1761466_at	2.34219	2.36051
1762644_at	2.31262	2.32345
1759521_at	2.32188	2.32353
1769035_s_at	2.43349	2.42117
1763810_s_at	2.37400	2.37071
1763786_s_at	2.44174	2.42582
1768879_s_at	2.45263	2.38835
1764159_s_at	2.56469	2.55012
1768713_at	2.35539	2.35763
1768431_at	2.36316	2.34481
1765768_s_at	2.49340	2.43472
1759940_s_at	5.75834	5.51296
1765453_s_at	2.42671	2.42390
1768198_s_at	2.56272	2.52163
1763363_s_at	2.35035	2.35169
1769234_x_at	2.27133	2.27253
1760347_s_at	2.38278	2.39414
1768732_s_at	2.35992	2.35438
1761001_at	2.43025	2.41877
1762553_s_at	2.36083	2.36272
1759429_s_at	2.29435	2.29391
1765537_s_at	2.36573	2.37022
1768961_s_at	4.78292	4.80067
1762902_s_at	2.37848	2.38106
1766557_s_at	2.41531	2.38730
1768090_at	2.30833	2.31536
1768039_at	2.39161	2.37338
1759290_at	2.28842	2.29190
1767764_s_at	2.44596	2.44711
1767796_s_at	2.39684	2.39911
1762878_at	2.33601	2.33857
1765104_s_at	2.28224	2.28664
1761954_s_at	2.32300	2.33158
1759272_at	2.30922	2.31077
1761722_at	2.36988	2.37734
1764129_at	2.31086	2.31299
1768484_s_at	2.41912	2.38169
1767195_s_at	2.40593	2.37617
AFFX-Ec-U57609-2_s_at	2.36498	2.36792
1767857_s_at	2.86880	2.52109
1768829_s_at	2.59402	2.38218
1764865_at	2.39684	2.37352
AFFX-PheX-M_at	2.46221	2.45450
1759581_at	2.35470	2.35644
1764637_s_at	4.49136	4.49404
1766348_at	2.31137	2.31288
1768812_at	2.45345	2.40994
1764753_x_at	2.40905	2.41751
1766896_at	2.38791	2.39632
1766665_s_at	2.44095	2.42523
1759660_s_at	2.44944	2.45566
1761657_s_at	2.37994	2.38703
1761847_s_at	2.87947	2.94420
1764705_at	2.58413	2.59923
1762378_s_at	2.40598	2.40503
1761254_s_at	2.31645	2.31814
1769060_s_at	3.13870	3.14511
1759526_at	4.29317	4.19568
1764672_at	2.32117	2.32400
1765038_at	2.34951	2.35188
1768959_s_at	3.37250	3.23961
1760202_s_at	2.32061	2.32322
1760604_s_at	2.51692	2.52335
1761573_at	2.37766	2.38873
1761742_at	2.40330	2.40838
1759147_at	2.31242	2.31337
1764890_s_at	4.33523	4.68075
1768001_at	2.28665	2.28971
1769075_s_at	2.30217	2.30620
1760936_s_at	2.35320	2.37634
1766852_at	2.27656	2.27400
1763752_s_at	2.51491	2.45523
1760831_at	2.38484	2.39076
1762662_s_at	2.32297	2.33215
1767495_at	2.45887	2.47193
1760668_s_at	2.41165	2.41351
1764373_s_at	2.43240	2.37228
1763331_s_at	2.44992	2.42244
1764157_at	2.38781	2.39083
1763313_s_at	2.36142	2.36615
1762163_at	2.29281	2.29786
1767350_at	2.36789	2.37571
1768773_s_at	2.38794	2.38201
1760291_s_at	2.40588	2.38970
1765570_s_at	2.32200	2.32449
1759557_at	2.29594	2.29707
1768246_s_at	2.41768	2.42177
1760438_s_at	2.37266	2.38486
1764646_at	2.35946	2.37911
1769235_s_at	2.40990	2.41654
1762006_s_at	2.35834	2.34917
1768259_s_at	2.32063	2.32170
1759534_s_at	2.35596	2.35927
1764501_s_at	2.35658	2.36220
1760712_s_at	2.35809	2.35906
1764917_s_at	2.34743	2.34813
1764296_s_at	2.36207	2.36403
1760958_s_at	3.00651	3.24096
1759796_at	2.50866	2.50234
1767557_s_at	2.37239	2.38126
1764784_s_at	2.44383	2.39510
1768002_s_at	4.61089	4.48480
1760517_s_at	2.59326	2.63375
1762989_s_at	2.31261	2.31493
1759888_at	2.35032	2.35406
1763607_s_at	2.84706	2.98316
1766622_s_at	2.35596	2.35275
1766864_s_at	2.38983	2.39211
1759447_s_at	2.40495	2.43943
1764748_s_at	2.52945	2.46332
1769246_s_at	2.28887	2.29031
1767354_at	2.32877	2.33902
1766999_at	2.35547	2.35701
1765876_s_at	2.57557	2.55203
1761045_s_at	2.37226	2.37857
1766644_s_at	2.32993	2.33137
1763606_at	2.35062	2.35239
1767792_s_at	2.36903	2.36393
1759144_at	2.35612	2.35695
1761259_s_at	2.40306	2.40904
1766602_s_at	2.52741	2.49967
1768179_at	2.38811	2.40303
1764922_s_at	2.82256	2.93031
1760161_s_at	4.74181	4.60023
1762249_s_at	2.42762	2.40904
1767897_s_at	2.37476	2.37847
1760121_s_at	2.35680	2.35785
1759702_at	2.40006	2.40346
1763843_s_at	2.38776	2.39014
1761545_s_at	2.41652	2.41898
1765725_s_at	2.32296	2.31341
1761317_s_at	2.36323	2.36678
1764214_s_at	2.93421	2.70775
1759974_s_at	2.40335	2.40577
1766250_s_at	2.48014	2.43937
1759916_at	2.30300	2.30390
1762154_at	2.51778	2.52915
1766578_s_at	2.37395	2.37555
1764189_at	2.42287	2.43214
1767328_at	2.30882	2.30837
1767884_s_at	2.43180	2.39779
1765492_s_at	2.34361	2.34103
1765880_s_at	2.37891	2.38530
1760503_s_at	2.31226	2.31306
1762559_at	2.35757	2.38445
1766978_s_at	2.29339	2.29489
1760581_s_at	2.35567	2.35800
1759491_s_at	2.34630	2.34946
1766766_s_at	5.05813	4.84976
1762073_at	2.32595	2.32914
1759767_at	2.32119	2.32289
1765448_s_at	2.46990	2.46712
1769130_at	2.30711	2.31209
1761498_at	2.38002	2.39716
1767681_s_at	2.32425	2.32539
1768644_s_at	2.40738	2.45297
1762129_s_at	2.42010	2.38759
1759834_s_at	2.40390	2.41058
1759371_s_at	2.35924	2.35343
1765269_s_at	2.49486	2.49669
1765516_s_at	3.41167	3.53104
1768206_s_at	2.25880	2.25732
1759968_s_at	3.31188	2.92577
1764744_s_at	2.41374	2.46049
1762624_at	2.34772	2.35087
1769025_s_at	2.48523	2.41574
1761130_s_at	4.16202	3.99652
1767248_s_at	2.51193	2.49916
1768023_s_at	2.42243	2.43170
1767498_s_at	2.55310	2.45022
1768876_at	2.38600	2.38808
1764288_s_at	2.36719	2.37322
1766614_s_at	2.37105	2.37981
1766349_s_at	4.68653	5.03530
1765314_at	2.64236	2.51555
1767988_s_at	2.64006	2.70161
1764803_s_at	2.42141	2.42608
1767014_at	2.43128	2.40295
1766043_s_at	2.37953	2.36343
1759178_s_at	2.40630	2.41125
1763962_s_at	2.43949	2.42816
1767409_at	2.40054	2.36979
1764131_s_at	2.32168	2.32873
1766019_at	2.37915	2.39832
1759186_s_at	2.89899	2.86541
1766548_s_at	2.37955	2.37260
1766337_s_at	2.83005	2.65350
1767209_s_at	2.73225	2.58134
1760078_s_at	2.57462	2.55425
1768559_s_at	2.37282	2.37574
1766713_at	2.36086	2.35583
1762572_s_at	2.77788	2.52447
1763344_s_at	2.46637	2.47984
1768082_s_at	3.60012	3.67480
1766853_at	2.36413	2.37232
1767794_s_at	3.53094	3.85871
1767691_s_at	2.35575	2.34414
1760796_s_at	6.83439	6.87980
1764485_at	2.36246	2.35280
1767166_at	2.41481	2.38271
1759593_s_at	2.31375	2.31238
AFFX-Ec-J01347-4_at	2.34033	2.35103
1768172_at	2.40890	2.41087
1767896_at	2.40249	2.40516
1768553_s_at	2.44759	2.45899
1759264_s_at	2.71049	2.51570
1760049_s_at	2.38059	2.37928
1763699_s_at	2.42009	2.42316
1763146_s_at	2.52726	2.54708
1760114_s_at	2.43446	2.44016
1768442_s_at	2.47208	2.46560
1768678_s_at	2.42689	2.45173
1761395_s_at	2.42299	2.42261
1764330_s_at	2.79282	2.87229
1761495_at	2.41431	2.39617
1760163_s_at	2.34312	2.33996
1759596_s_at	2.41308	2.37924
1762812_s_at	2.42150	2.42602
1769175_s_at	2.39596	2.40920
1760249_s_at	2.38162	2.38321
1765623_s_at	2.48300	2.42659
1765048_at	2.37061	2.36287
1765957_s_at	2.33537	2.33792
1759905_at	2.38070	2.51316
1767071_s_at	2.68558	2.66332
1766634_at	2.42191	2.42977
1765371_s_at	3.48876	3.23571
1760244_at	2.44320	2.42044
1763413_at	2.29983	2.30637
1762862_s_at	2.32889	2.33531
1762593_at	2.31313	2.31437
1763398_at	2.68860	2.56674
1765429_s_at	2.37385	2.36201
1767310_s_at	6.38495	6.32572
1761364_s_at	2.40639	2.40882
1760978_s_at	2.93048	2.75027
1764846_s_at	2.44632	2.44882
1766541_s_at	2.44103	2.45250
1759901_s_at	3.11407	3.13161
1759701_s_at	2.65952	2.61031
1763293_at	2.29875	2.30159
1764611_at	2.34605	2.34854
1767924_s_at	2.41000	2.38556
1764853_s_at	2.58462	2.57365
1766467_s_at	2.38535	2.39141
1760444_s_at	2.38248	2.38828
1762342_at	2.35542	2.35959
1762311_at	2.34536	2.34601
1761346_s_at	2.74433	2.74684
1759710_at	2.36996	2.37860
1762472_s_at	2.40031	2.40929
1759790_at	6.56165	6.35092
1763115_s_at	2.35243	2.35513
1760854_at	2.36069	2.36447
1769285_at	4.64985	4.67483
1766046_s_at	2.32696	2.32912
1760551_s_at	2.35987	2.36242
1760813_s_at	5.45934	5.27946
1764773_at	2.30275	2.31175
1768452_s_at	2.38882	2.38959
1766520_s_at	2.40826	2.37007
1765562_s_at	2.42861	2.43029
1768889_s_at	2.36314	2.36844
1761551_s_at	2.36783	2.37840
1761294_s_at	4.51619	4.36188
1768369_s_at	2.42754	2.48812
1769194_s_at	2.35595	2.33394
1762392_s_at	5.85071	5.60592
1764954_s_at	2.37911	2.38178
1761195_at	2.32825	2.33116
1763202_s_at	2.48823	2.46433
1766872_s_at	2.34999	2.35085
1759361_s_at	2.44859	2.40211
1760359_s_at	2.30723	2.30963
1764450_at	2.31320	2.31460
1759678_s_at	2.48473	2.48587
1762277_s_at	2.67281	2.62853
1768074_s_at	2.53549	2.49085
1768414_s_at	2.34610	2.32269
1768623_s_at	2.35447	2.34870
1763638_s_at	4.25829	4.38526
1768756_s_at	2.37340	2.37001
1764282_s_at	2.44523	2.44909
1763197_at	2.39704	2.40786
1768194_s_at	2.30871	2.31262
1764230_s_at	5.26452	5.14999
1763264_s_at	2.67667	2.67794
1765161_at	2.35002	2.34776
1763262_at	2.39103	2.36628
1761097_s_at	2.65805	2.65979
1768160_s_at	7.27110	7.29562
1766011_at	2.40391	2.41814
1765679_s_at	2.38905	2.40400
1764928_at	2.33742	2.33957
1767353_s_at	2.30642	2.30840
1763134_s_at	2.36474	2.36934
1762942_s_at	2.37836	2.38134
1760290_s_at	5.13074	4.79326
1768306_s_at	2.43017	2.43603
1767776_s_at	2.42963	2.41448
1763080_at	2.24943	2.25126
1763487_at	2.35038	2.36828
1764534_s_at	2.44406	2.44255
