probe    C8 Avg	Control Avg
1765793_s_at	2.29829	2.30317
1766013_s_at	2.29982	2.30249
1769070_s_at	3.86410	4.09485
1761011_s_at	2.59066	2.50358
1769177_at	2.30408	2.30800
1763189_s_at	2.49050	2.37063
1764936_s_at	2.41015	2.40803
1762784_s_at	2.37518	2.38331
1761939_s_at	2.47887	2.41504
1762900_s_at	2.29427	2.29521
1764027_at	2.38512	2.39873
1767690_s_at	4.38072	4.63127
1764599_s_at	3.97189	3.75720
1764074_s_at	2.89876	2.70351
1769058_s_at	2.32739	2.32967
1768085_s_at	2.39057	2.37347
1759719_s_at	2.70934	2.72644
1759097_at	2.51609	2.51788
1761321_at	2.46546	2.52310
1762640_s_at	2.91022	2.82360
1764843_at	2.35405	2.35663
1760295_s_at	2.64068	2.52426
1761293_s_at	2.35494	2.36833
1767532_s_at	5.66000	5.57376
1766266_s_at	2.39053	2.42038
1766848_s_at	3.93969	3.77038
1761712_at	2.29466	2.30071
1759413_at	2.37036	2.36650
1763613_at	2.42182	2.41860
1764840_s_at	2.42190	2.43495
1760052_s_at	4.93410	4.78690
1760108_at	2.35816	2.36434
1761924_s_at	2.32111	2.32213
1759288_s_at	2.37661	2.41007
1764729_s_at	2.49070	2.42452
1765582_at	2.33777	2.33872
1764442_at	2.57350	2.57517
1763702_s_at	2.35626	2.34852
1769109_at	2.36695	2.37237
1760059_s_at	2.39529	2.39626
1765234_s_at	5.53074	5.26550
1763765_s_at	2.35939	2.37231
1766372_s_at	2.38840	2.38698
1766536_at	2.40269	2.36267
1759935_at	2.31489	2.31800
1759536_at	2.33811	2.34230
1764236_s_at	2.47470	2.45191
1764722_at	2.32900	2.33869
1760154_s_at	2.36405	2.36484
1767709_s_at	2.49706	2.51869
1762224_s_at	6.62924	6.45657
1763163_s_at	2.35375	2.36799
1768049_s_at	5.22175	5.11930
1767503_s_at	5.52975	5.37514
1764933_s_at	2.51028	2.42017
1759706_s_at	3.06751	2.95278
1765332_s_at	4.91637	5.19518
1763572_at	2.34153	2.34817
1765246_at	2.32970	2.33389
1765717_s_at	7.03526	6.74872
1760560_s_at	4.79557	4.52894
1765228_s_at	2.49270	2.49346
1767136_at	2.40032	2.40245
1761671_at	2.33753	2.33698
1759311_s_at	2.32616	2.33290
1766116_s_at	2.35645	2.35334
1766676_s_at	2.60325	2.64871
1760877_at	2.33827	2.32986
1760403_at	2.37821	2.38326
1767110_s_at	2.34718	2.35296
1760189_s_at	2.42747	2.43285
1763853_at	2.33855	2.34281
1760479_at	2.31705	2.31775
1761075_s_at	2.51922	2.51622
1768440_s_at	2.31551	2.31935
1760126_at	2.30841	2.30993
1764854_s_at	2.34250	2.34572
1766171_s_at	2.41346	2.41423
1759731_s_at	2.47786	2.40481
1764587_s_at	2.30292	2.30461
1768877_s_at	2.30386	2.30303
1764504_s_at	2.39221	2.39464
1767909_at	2.36058	2.35585
1767643_at	2.35929	2.37140
1764609_at	2.37624	2.38164
1762854_s_at	4.13294	3.87076
1765943_s_at	2.44772	2.45085
1763903_at	2.33879	2.34657
1765715_x_at	2.49013	2.44829
1761512_s_at	2.34125	2.34356
1760286_s_at	2.31747	2.32029
1768122_at	2.37856	2.38500
1759623_s_at	2.33896	2.33510
1759797_at	2.36668	2.35719
1763010_at	2.46478	2.42278
1767072_s_at	2.36581	2.35308
1767434_s_at	3.42886	3.38408
1767731_s_at	6.34176	6.37847
1764210_s_at	2.34449	2.34200
1759854_s_at	2.34280	2.34518
1765237_at	2.35798	2.35992
1759963_s_at	2.45236	2.40836
1759155_s_at	2.41859	2.41460
1763691_at	2.33614	2.33711
1767134_s_at	2.40989	2.44037
1761147_s_at	2.31798	2.31969
1768114_at	2.39707	2.40510
1763220_s_at	2.48287	2.47253
1768886_at	2.33340	2.33467
1767540_s_at	2.36480	2.36081
1766474_at	2.35292	2.35395
1764209_s_at	3.43889	3.43277
1761931_s_at	2.44081	2.43720
1762650_s_at	2.70802	2.58474
1763493_at	2.39518	2.40260
1762530_s_at	3.54739	3.57075
1762688_s_at	3.73356	3.80266
1767246_s_at	2.39738	2.42104
1760603_s_at	2.32720	2.33097
1763187_s_at	2.41502	2.40737
1766556_s_at	2.34155	2.34323
1760795_at	2.31927	2.31076
1765378_s_at	9.19751	9.22767
1763378_at	2.32707	2.32933
1768375_s_at	5.37222	5.21626
1767899_at	2.38339	2.35060
1763988_at	2.33075	2.33541
1765781_s_at	2.46080	2.46452
1766542_at	2.33734	2.33968
1768518_s_at	5.92322	5.76230
1765223_s_at	2.36086	2.37029
1759436_at	2.36659	2.32354
1765892_s_at	3.30021	3.17531
1765212_at	2.58610	2.51918
1763809_s_at	2.34364	2.34850
1765352_s_at	2.51462	2.51984
1764428_s_at	2.35735	2.35639
1761158_s_at	2.32842	2.33042
1768782_at	2.33188	2.33318
1760747_s_at	2.37005	2.37581
1762859_at	2.30753	2.30943
1766562_s_at	2.48827	2.49311
1768557_s_at	2.68138	2.68241
1762097_s_at	2.40662	2.41084
1762121_s_at	2.40085	2.40165
1761118_s_at	2.39443	2.37533
1764723_s_at	2.37665	2.37328
1766667_s_at	4.01104	4.27110
1759496_s_at	2.59243	2.62739
1760151_s_at	2.31462	2.31229
1767437_at	2.35758	2.35988
1763218_at	2.32442	2.31897
1760874_s_at	2.83052	2.66334
1760070_at	2.38658	2.42770
1764492_at	2.30640	2.30820
1765755_s_at	4.75729	4.61941
1767004_s_at	2.32313	2.32519
1769277_s_at	2.34921	2.35198
1759157_s_at	2.46545	2.48794
1761618_at	2.53039	2.43598
1759809_s_at	3.21039	3.03067
1765008_at	2.44273	2.42208
1763484_s_at	3.15784	2.91610
1761774_s_at	2.51886	2.48080
1769040_s_at	2.35789	2.36007
1766177_s_at	6.77029	6.55138
1761316_at	2.36365	2.36748
1765675_at	2.31908	2.32133
1765589_at	2.42713	2.41800
1764613_s_at	2.39208	2.36925
1767277_at	2.33402	2.33635
1765293_at	2.35702	2.36082
1768579_at	2.34086	2.34623
1761938_s_at	2.29436	2.29638
1759936_s_at	2.35578	2.35852
1762883_s_at	2.46939	2.45229
1759666_s_at	2.34281	2.34182
1759998_s_at	3.23649	3.24038
1759184_at	2.32203	2.32372
1767424_s_at	2.46082	2.52423
1766746_s_at	2.45672	2.46296
1767716_s_at	4.48522	4.49011
1761378_at	2.33098	2.33203
1767942_at	2.32892	2.32960
1760304_at	2.28647	2.28824
1766446_s_at	2.30330	2.30417
1763546_s_at	2.36493	2.36729
1765442_s_at	2.28232	2.28672
1760212_s_at	2.36930	2.37005
1763495_at	2.31574	2.32255
1760941_at	2.31121	2.31247
1765283_at	2.47270	2.47546
1760994_at	2.40935	2.41223
1766496_s_at	2.43888	2.40468
1760480_s_at	5.74245	5.19174
1764752_s_at	2.37359	2.37482
1768366_s_at	2.38493	2.38779
1769100_s_at	2.39931	2.40444
1768788_s_at	2.33257	2.37189
1767539_at	2.35154	2.35460
1759614_at	2.36448	2.36617
1762605_s_at	2.41131	2.42404
1768765_s_at	3.62902	3.70493
1762581_at	2.42315	2.41937
1767044_s_at	3.01521	3.06069
1765526_s_at	6.80423	6.64769
1765584_s_at	2.35341	2.35498
1761816_s_at	2.46147	2.43635
1765327_s_at	6.95555	6.83119
1768226_s_at	2.86717	2.86518
1763170_s_at	2.48765	2.50228
1759279_at	2.32991	2.32398
1760104_s_at	2.40654	2.38903
1765225_s_at	3.92832	3.85585
1759475_at	2.41849	2.40384
1766772_s_at	4.45921	4.30876
1760195_s_at	2.44981	2.47554
1764067_x_at	2.32845	2.33007
1764351_s_at	2.33771	2.33872
AFFX-HXB2_5_at	2.35227	2.35587
1765763_at	2.43992	2.44664
1766414_s_at	2.38202	2.38734
1766648_s_at	2.34209	2.34329
1760574_s_at	2.39385	2.39900
1760892_s_at	3.67299	3.48370
1763130_at	2.34564	2.34949
1768081_s_at	2.79372	2.87434
1767447_s_at	4.55091	4.25003
1767733_at	2.30619	2.30726
1762377_s_at	2.53318	2.58976
1759243_at	2.33167	2.33389
1766415_s_at	2.37183	2.36403
1767545_at	2.42352	2.41153
1767760_s_at	2.40831	2.38285
1761837_s_at	2.29638	2.30011
1761780_at	2.33316	2.33413
1768701_at	2.52956	2.35457
1763335_at	2.33733	2.33935
1760870_s_at	2.39170	2.35587
1768083_at	2.29985	2.30053
1763741_at	2.34104	2.34276
1765869_at	2.43845	2.47980
1767493_s_at	5.60075	5.42080
1767687_s_at	2.44684	2.44997
1765657_s_at	2.33602	2.33685
1766747_s_at	3.29887	3.45563
1764176_s_at	3.44874	3.21197
1764408_at	2.41910	2.41161
1768562_s_at	5.53933	5.28231
1766330_at	2.33045	2.33480
1760523_s_at	2.60741	2.46911
1759129_s_at	4.12612	4.17186
1766977_s_at	3.42438	3.10872
1759650_s_at	2.43603	2.44066
1766056_s_at	2.29518	2.29829
1768152_at	2.32302	2.32722
1760630_s_at	5.69786	5.75794
1764084_at	2.46466	2.46609
1762573_s_at	2.49372	2.49096
1766373_s_at	2.36007	2.36201
1763756_s_at	2.31696	2.31618
1765985_s_at	2.35685	2.36630
1762184_s_at	2.35992	2.36250
1763614_s_at	2.31200	2.31340
1760592_at	2.44711	2.44009
1762096_at	2.39385	2.39567
1764659_s_at	3.65522	3.64412
1764537_s_at	3.91011	3.56852
1762888_s_at	2.37576	2.37457
1768385_s_at	2.34872	2.35192
1764145_at	2.34241	2.34442
1762214_s_at	7.99802	8.19734
1766409_s_at	2.79602	2.64785
1763325_at	4.85324	4.83487
1762431_at	2.37085	2.37271
1761920_s_at	2.39227	2.39190
1764343_s_at	6.04554	6.15513
1763659_s_at	2.31718	2.31909
1761049_at	2.40757	2.41019
1759172_s_at	2.33216	2.33480
1760974_s_at	3.05324	2.76711
1765739_s_at	2.37239	2.37493
1766080_at	2.34097	2.34964
1764685_s_at	2.41292	2.41674
1768601_s_at	3.03756	3.04304
1765058_s_at	2.36318	2.36447
1760233_s_at	2.37668	2.37844
1763239_at	2.36579	2.36241
1767153_at	2.28635	2.28738
1760883_s_at	2.33085	2.33343
1763346_s_at	4.47085	4.51150
1761228_at	2.34779	2.35193
1767460_s_at	2.33879	2.34159
1762892_s_at	2.30398	2.30997
1762758_at	2.29406	2.30053
1759159_s_at	2.62191	2.65077
1759600_s_at	2.42843	2.39985
1766190_s_at	4.84476	4.97767
1761139_s_at	2.40657	2.40820
1765413_s_at	4.49271	4.72820
1765815_s_at	2.35323	2.35892
1766144_at	2.34334	2.34766
1762916_at	2.31987	2.32248
AFFX-Ec-K01486-1_s_at	2.36725	2.37067
1761874_at	2.37490	2.38224
1760673_s_at	2.34140	2.34035
1767053_at	4.14411	4.19028
1767753_at	2.32566	2.32694
1761830_at	2.38490	2.39208
1767964_s_at	2.34378	2.34562
1763748_s_at	2.34150	2.34336
1762363_at	2.32096	2.32214
1762094_s_at	2.35015	2.35229
1760315_at	2.34538	2.34809
1759308_s_at	2.39536	2.39697
1761932_s_at	3.99171	3.80394
1761026_at	2.32567	2.32746
1764366_at	3.58418	3.56906
1759984_s_at	2.30803	2.30945
1767458_at	2.36558	2.37136
1765400_s_at	2.40339	2.40581
1766947_s_at	2.28194	2.28790
1764304_at	2.31862	2.32011
1764119_at	2.49230	2.42972
1767530_s_at	2.36781	2.36986
1762138_at	2.39739	2.39973
1762168_s_at	2.33458	2.33510
1762695_s_at	2.40429	2.41002
1762368_s_at	2.34748	2.35661
1763347_at	2.39256	2.39791
1767315_at	2.34577	2.34740
1769081_at	2.34636	2.34707
1767125_at	2.29698	2.29861
1766581_s_at	2.39805	2.38005
1768844_s_at	3.49209	3.38079
1764242_s_at	2.37023	2.37108
AFFX-r2-Bs-phe-5_at	2.36568	2.36221
1761199_s_at	2.56510	2.57199
1765640_s_at	2.36605	2.36994
1763222_x_at	2.34215	2.34615
1763314_at	2.37115	2.37794
1766430_at	2.24057	2.24140
1765463_s_at	2.80220	2.51858
1759322_at	2.41775	2.42018
1765125_s_at	2.33742	2.33960
1766816_at	2.41308	2.42838
1763296_at	2.36935	2.37100
1765609_s_at	5.63144	5.89864
1762126_s_at	2.37220	2.37947
1762333_s_at	2.37657	2.38866
1768860_at	2.50314	2.50617
1768549_at	2.36292	2.36526
1763065_at	2.36089	2.36563
1762995_s_at	5.06989	4.80383
1761911_s_at	2.41080	2.39657
1764158_at	2.43767	2.44048
1766104_s_at	2.74261	2.47962
1764092_at	2.36233	2.37366
1763819_s_at	2.37753	2.36549
1764182_at	2.89619	2.89328
1763052_s_at	2.45080	2.49281
1759752_s_at	4.34872	4.13581
1760835_s_at	2.37116	2.37070
1762447_s_at	2.31844	2.31969
1761064_at	2.37753	2.37967
1762157_s_at	2.33743	2.33960
1768424_s_at	2.29981	2.30170
1764823_s_at	2.41175	2.41049
1759707_at	2.32146	2.32744
1762747_s_at	2.35830	2.35999
1760412_s_at	2.52711	2.63402
1764375_at	2.29017	2.29397
1763114_s_at	4.64961	4.66668
1767573_s_at	2.37439	2.37259
1766076_s_at	2.34851	2.34981
1760801_at	2.39529	2.41430
1759845_s_at	2.85341	2.77725
1765789_s_at	2.96658	2.81359
1766259_s_at	2.66004	2.51686
1767617_s_at	2.33160	2.33336
1764484_s_at	2.32305	2.32511
1760373_at	2.37196	2.35984
1763611_s_at	2.38768	2.40238
1763359_at	2.34015	2.33466
1763199_s_at	2.53234	2.49264
1766914_s_at	2.55589	2.46066
1759399_s_at	2.88227	2.82122
1768072_at	2.36386	2.37788
1765583_s_at	2.59855	2.50274
1764305_s_at	2.35081	2.35189
1763208_s_at	2.34789	2.34860
1761613_s_at	3.09288	2.56598
1763879_s_at	2.36321	2.36683
1767269_s_at	2.36635	2.36316
1765154_at	2.30705	2.31159
1762453_s_at	3.82867	3.82122
1766803_at	2.39477	2.39440
1764920_s_at	2.42510	2.43077
1764953_at	2.32850	2.33196
1767390_at	2.32407	2.32936
1764491_s_at	2.35294	2.35559
1759271_at	2.36673	2.36849
1768586_at	2.27155	2.27319
1763945_at	2.32984	2.33038
1766862_s_at	3.02543	2.90471
1765297_s_at	2.62950	2.63111
1764888_s_at	2.33331	2.34036
1765324_s_at	2.38119	2.38331
1762895_s_at	3.33959	3.33917
1763720_s_at	2.29866	2.30041
1760174_s_at	2.37498	2.37667
1764724_s_at	4.94068	4.95226
1763311_s_at	2.36228	2.37088
1760237_s_at	2.74325	2.82288
1769255_at	2.36026	2.36115
1763192_at	2.31731	2.31601
1765963_at	2.39568	2.39099
1764138_at	2.32455	2.32528
1760382_at	2.35720	2.35959
1764535_s_at	5.49447	5.50665
1760000_at	2.28074	2.28421
1759419_at	2.39647	2.39556
1760771_s_at	2.39095	2.39322
1759136_s_at	3.09365	2.92567
1767438_at	2.35438	2.35928
1768615_s_at	2.44218	2.44341
1761153_s_at	2.58928	2.48762
1763612_at	2.34377	2.34789
1765084_s_at	2.55715	2.50944
1768943_s_at	3.67544	4.08385
1768527_at	2.38317	2.38451
1762988_at	4.97349	5.22379
1764896_at	2.31244	2.31461
1762927_s_at	2.37029	2.37183
1765431_s_at	5.03551	4.96774
1764446_s_at	2.42715	2.40215
1761462_s_at	2.37614	2.37792
1760186_s_at	2.76902	2.86283
1762080_s_at	2.32999	2.33484
AFFX-Ec-X58791-2_s_at	2.31722	2.31847
1760039_s_at	2.37319	2.35373
1768913_s_at	2.40660	2.32686
1763964_s_at	3.24620	3.22489
AFFX-Ec-X58791-1_s_at	2.32967	2.33256
1760356_s_at	2.48672	2.43281
1763394_s_at	2.55363	2.56783
1767204_at	2.29133	2.29029
1761120_s_at	2.31475	2.31538
1763658_s_at	2.32719	2.32877
1762667_at	2.38173	2.38683
1761370_at	2.36446	2.36732
1765555_s_at	2.40975	2.45085
1763863_s_at	2.32953	2.33138
1767939_s_at	2.27339	2.27215
1762212_at	2.30579	2.30772
1763626_s_at	2.90737	2.98814
1761592_at	2.37964	2.37648
1768938_s_at	2.28799	2.28939
1762339_s_at	2.50664	2.61390
1767868_s_at	2.34859	2.34947
1764834_s_at	2.37945	2.37811
1764616_s_at	2.33542	2.33692
1764959_s_at	2.31649	2.31841
1765783_s_at	6.55418	6.23662
1761318_s_at	2.33197	2.33402
1766170_at	2.30718	2.30950
1763780_s_at	2.40891	2.41134
1761952_at	6.12629	5.85155
1765009_s_at	2.43093	2.43649
1769129_s_at	2.34258	2.34407
1763927_s_at	2.37043	2.37430
1769199_s_at	2.34498	2.35440
1768619_s_at	2.39063	2.39135
1765063_at	2.31356	2.31502
1759125_at	2.29237	2.29517
1763283_s_at	2.36738	2.36649
1766450_s_at	3.12017	3.07442
1761177_s_at	2.35518	2.35679
AFFX-DapX-3_at	2.47879	2.48038
1761050_s_at	2.51037	2.45949
1764416_s_at	2.32364	2.32487
1768800_s_at	2.99572	2.98299
1767163_s_at	2.39196	2.38037
1764825_at	2.33070	2.33207
1761086_at	2.29989	2.30191
1759143_at	2.32441	2.32800
1765558_s_at	2.31066	2.31148
1765559_at	2.42209	2.38640
1761603_s_at	2.40580	2.40682
1765936_s_at	2.51441	2.43823
1767672_s_at	8.72568	8.62058
1763233_s_at	3.78661	3.95514
1763004_s_at	3.45878	3.41561
1763242_s_at	2.42741	2.37581
1763764_s_at	2.48473	2.48833
AFFX-r2-P1-cre-3_at	2.41604	2.41689
1765357_at	2.36077	2.36571
1766434_s_at	2.38204	2.38401
1759900_s_at	2.36817	2.36132
1768053_s_at	2.32326	2.32441
1765470_at	2.35782	2.35856
1767522_s_at	2.37579	2.37701
1767338_at	2.47588	2.41745
1763733_s_at	2.52913	2.57000
1760550_s_at	2.38097	2.39015
1769184_at	2.38815	2.39309
1766355_at	2.37559	2.36787
1764388_s_at	2.31404	2.31679
1760103_s_at	2.54206	2.56961
1764932_s_at	2.32630	2.31705
1763502_at	2.32596	2.31856
1765762_s_at	2.39950	2.39730
1768746_s_at	3.56815	3.45718
1763842_s_at	2.36538	2.36628
1768973_s_at	2.32337	2.32694
1765857_s_at	2.56849	2.56497
1760848_s_at	3.29457	3.20050
1768607_s_at	2.31649	2.31951
1761727_at	2.42148	2.42307
1765015_at	3.37830	3.38482
1762805_s_at	2.34475	2.34414
1766438_s_at	2.52343	2.52730
1760068_s_at	3.45140	3.59102
1764059_at	2.37390	2.37944
1768507_s_at	2.34783	2.35108
1764423_s_at	2.29771	2.29927
1765053_at	2.35914	2.36678
1767259_s_at	2.75184	2.50551
1765737_at	2.37202	2.38043
1762731_s_at	2.63001	2.63764
1769149_at	2.34990	2.35563
1762626_s_at	7.59638	7.48115
1760466_at	2.33032	2.33241
1768285_s_at	2.41542	2.42187
1761749_s_at	2.32304	2.32431
1768429_s_at	2.47392	2.40774
1763406_s_at	2.84492	2.68731
1759238_s_at	2.30793	2.30951
1765882_s_at	2.30638	2.30735
1769211_at	2.34818	2.35003
1766831_at	2.32563	2.32644
1768993_at	2.32811	2.32964
1767893_s_at	2.42682	2.40870
1765495_s_at	2.26829	2.26679
1766623_at	2.35850	2.35537
1767713_s_at	2.26487	2.26399
1760741_at	2.30804	2.30893
1765421_s_at	2.36944	2.36910
1763279_s_at	2.31579	2.31849
1768161_s_at	2.36337	2.36664
1760514_s_at	2.47311	2.47419
1761091_s_at	2.31906	2.31992
1760077_s_at	2.28033	2.28165
1764872_s_at	2.58169	2.55838
1767273_s_at	5.04566	5.49072
1759321_s_at	2.44394	2.40213
1763920_at	2.38414	2.38621
1761121_at	2.31853	2.32155
1765153_s_at	2.36505	2.36579
1763137_s_at	2.55407	2.44321
AFFX-r2-P1-cre-5_at	2.35559	2.35718
1761070_at	2.43947	2.40503
1768728_at	2.32798	2.33132
1762087_at	2.34114	2.34268
1767514_s_at	2.48166	2.49150
1760949_s_at	2.28421	2.28510
1760944_s_at	2.40465	2.37953
1760775_at	2.32956	2.33267
1765927_at	2.28502	2.28895
1760102_s_at	2.76731	2.76903
1760866_s_at	2.32916	2.33010
1761625_at	2.37894	2.38407
1765171_s_at	2.48372	2.50475
1765111_at	2.33655	2.33826
1761791_at	2.36011	2.34876
1762724_s_at	2.33164	2.33460
1766166_s_at	2.31392	2.31592
1759921_s_at	3.14011	3.02393
1765262_s_at	2.87089	2.80961
1766577_s_at	2.37977	2.38120
1759566_s_at	2.34295	2.34458
1767365_at	2.34074	2.34370
1764022_s_at	2.67454	2.66354
1763562_s_at	2.30332	2.30444
1760365_s_at	2.35549	2.35700
1766387_s_at	5.30419	5.28369
1767620_s_at	2.33611	2.33418
1768612_at	2.34303	2.35451
1759091_at	2.34789	2.34874
1766154_s_at	4.66236	4.42394
1768328_s_at	2.34235	2.34529
1769185_at	2.49695	2.49439
1769176_at	2.58554	2.59370
1759173_s_at	2.46491	2.46810
1765517_s_at	2.44014	2.44987
1759296_s_at	2.42004	2.39763
1767576_s_at	2.40958	2.41477
1768095_at	2.45265	2.45593
1769088_at	2.33710	2.33603
1766893_s_at	4.20466	4.06694
1763797_s_at	2.49318	2.46031
1763156_s_at	2.41766	2.42329
1763763_s_at	2.30920	2.31189
1768027_s_at	2.32556	2.32699
1768742_s_at	2.34828	2.34952
1766169_s_at	2.43802	2.40649
1760427_s_at	2.43937	2.45106
1760810_at	2.39124	2.39286
1763604_s_at	2.34506	2.34784
1760577_s_at	3.29355	3.17644
1766795_at	2.32951	2.33242
1765497_s_at	2.38941	2.39113
1766044_s_at	2.31863	2.31986
1767984_s_at	2.41555	2.41689
AFFX-LysX-3_at	2.37800	2.38160
1764482_s_at	2.37871	2.37478
1761640_s_at	2.30858	2.31002
1763056_s_at	2.72255	2.76487
1768847_at	2.41099	2.41811
1765200_s_at	3.46126	3.40518
1762120_at	2.30711	2.29985
1759077_s_at	2.38593	2.41653
1760601_s_at	2.55213	2.53743
1765551_at	2.34542	2.34395
1767214_s_at	2.30163	2.30534
1761957_s_at	2.30973	2.31199
1766017_s_at	2.35842	2.36397
1762091_s_at	2.98423	2.88323
1767528_s_at	2.26078	2.26190
1761125_at	2.35055	2.35223
1766621_s_at	5.45391	5.34826
1762702_s_at	2.39669	2.38646
1760720_at	2.32019	2.32262
1764301_s_at	2.35226	2.35626
1759249_at	2.37751	2.38064
1764819_s_at	2.44959	2.45154
1759993_s_at	2.34072	2.34151
1763951_s_at	2.34893	2.35124
1759572_s_at	2.39745	2.40128
1760682_s_at	4.30338	4.25460
1760667_s_at	2.33834	2.34268
1763418_at	2.36459	2.36702
1761247_at	2.32780	2.32816
1765990_s_at	2.40985	2.41940
1763470_at	2.38862	2.37136
1767650_s_at	2.34562	2.34899
1760417_s_at	2.38913	2.37261
1768934_at	2.31755	2.31839
1760531_s_at	2.35700	2.35974
1766410_s_at	2.56063	2.57023
1759704_s_at	6.51267	6.43862
1765511_s_at	2.35976	2.35571
1767334_s_at	2.42668	2.41828
1768102_s_at	2.34873	2.35171
1764510_at	2.28416	2.28726
1759283_s_at	2.34246	2.33426
1761840_s_at	2.31327	2.31032
1760632_s_at	2.34929	2.35240
1767199_at	2.46341	2.46436
1762976_s_at	2.37016	2.37092
1763852_at	2.35699	2.35434
1767810_at	2.34577	2.34753
1760798_s_at	4.46409	4.39799
1766518_s_at	2.60884	2.60802
1768843_s_at	2.68387	2.59608
1761730_s_at	2.47250	2.50697
1764248_s_at	2.32549	2.32458
1764956_at	2.39823	2.38245
1767045_at	2.37200	2.37776
1763478_at	2.30777	2.30906
1763008_s_at	6.70670	6.93569
1761296_s_at	2.40254	2.40864
1764184_at	2.36174	2.37349
1763876_s_at	2.41598	2.41677
1768709_s_at	2.32255	2.32524
1762192_s_at	2.37296	2.37101
1759337_s_at	4.19530	4.28521
1767740_at	2.42835	2.42908
1768148_at	2.37340	2.37027
1766642_s_at	2.39965	2.39283
1767373_s_at	2.38565	2.38165
1765198_at	2.34835	2.35005
1763254_at	2.35349	2.35109
1766627_at	2.34162	2.34344
1767471_x_at	2.41229	2.41932
1759568_s_at	2.38009	2.38695
1766270_s_at	2.97620	3.04634
1766799_s_at	2.33377	2.33750
1763594_at	2.33158	2.32961
1761809_s_at	2.32375	2.32632
1765268_s_at	2.45248	2.39157
1764016_s_at	3.24694	2.91774
1761994_at	2.41247	2.40837
1760515_s_at	2.96384	2.96787
1765769_s_at	3.86603	3.95427
1760888_s_at	2.27770	2.27691
1759822_at	2.39646	2.40137
1765928_at	2.38793	2.39068
1760009_s_at	2.43034	2.44240
1764842_at	2.31605	2.32148
1761719_s_at	2.42216	2.40657
1767589_s_at	2.42063	2.42640
1766014_s_at	2.39887	2.40048
1765096_s_at	3.02361	2.93297
1761304_s_at	2.28437	2.28307
1763258_at	2.36135	2.36381
1760348_s_at	2.37715	2.37647
1768551_at	2.35188	2.35465
1767961_s_at	6.86576	6.65194
1768348_s_at	4.07616	4.14422
1761187_s_at	2.36198	2.36377
1764692_s_at	3.25764	3.08361
1764719_s_at	2.34221	2.34379
1763371_at	2.41306	2.41505
1761306_at	2.32204	2.32609
1767223_s_at	2.45811	2.45627
1759176_s_at	2.37959	2.36329
1766704_s_at	2.54135	2.51260
1761649_s_at	2.38462	2.38582
1764340_at	2.35291	2.35402
1765042_at	2.32109	2.32268
1768115_s_at	2.31077	2.31232
1766433_s_at	2.40647	2.41343
1763726_at	2.34520	2.34804
1761876_at	2.85255	2.69014
1763161_at	2.34136	2.34301
1765018_s_at	2.32495	2.33098
1762208_s_at	2.33601	2.36061
1762919_s_at	2.57362	2.48136
1759613_s_at	2.37925	2.38806
1764769_at	2.44719	2.45622
1768009_at	2.32732	2.32875
1763336_s_at	4.69775	4.97320
1766251_at	2.36580	2.37020
1763479_at	2.28393	2.28474
1760301_at	2.33729	2.33981
1761434_s_at	2.33057	2.33175
1761412_s_at	2.41569	2.41822
1765699_s_at	2.33710	2.34178
1762753_s_at	2.30279	2.30401
1766207_at	2.41487	2.38439
1763389_s_at	4.61362	4.68550
1765574_s_at	2.62987	2.63089
1765930_at	2.34682	2.34799
1763621_at	2.31223	2.31353
1766866_s_at	2.40248	2.40006
1765853_s_at	4.35041	4.29329
1761148_at	2.36551	2.36477
1767973_s_at	2.42421	2.42933
1763041_s_at	2.42140	2.43586
1762793_s_at	2.34572	2.34542
1769227_s_at	2.31893	2.32067
1766988_at	2.46293	2.46439
1766504_s_at	2.36828	2.38166
1759404_s_at	2.31673	2.31495
1764680_s_at	2.58827	2.58002
1766698_at	2.35829	2.35907
1759306_at	2.38343	2.38429
1767095_at	2.33586	2.33668
1763055_s_at	6.74063	6.71698
1762328_s_at	2.33310	2.33477
1766455_s_at	2.35359	2.35812
1768313_at	2.30781	2.31064
1760762_s_at	2.48472	2.44933
1763936_at	2.39523	2.39722
1760429_at	2.26458	2.26682
1768213_s_at	2.34857	2.35129
1768595_s_at	8.88998	9.04859
1759764_s_at	3.96160	3.87580
1760101_at	2.31021	2.31192
1765033_at	2.36676	2.36518
1764476_at	2.34293	2.34375
1761375_at	2.32400	2.32631
1767971_s_at	2.42220	2.42117
1766055_s_at	2.41598	2.39251
1768884_s_at	2.41930	2.42268
1766566_s_at	2.32401	2.32560
1762515_s_at	3.51483	3.69680
1768927_at	2.37717	2.37831
1760106_at	2.36216	2.35735
1763665_at	2.34315	2.34379
1765632_at	2.41053	2.41291
1759607_at	2.25209	2.25305
1764223_s_at	2.45616	2.45284
